Rating,Weak_foot,Skill_Moves,Potential,WageUnified
74,3,2,78,15000
82,2,4,86,135000
67,3,1,80,15000
69,3,1,73,8000
62,3,2,64,2000
66,2,2,75,3000
64,4,2,73,5000
63,2,2,69,2000
70,3,2,70,8000
69,3,3,74,7000
70,3,2,70,8000
71,4,2,71,10000
70,3,2,71,6000
67,3,2,69,5000
67,4,3,75,10000
72,3,2,75,4000
64,2,1,64,2000
69,3,2,71,6000
66,3,3,71,1000
73,3,1,77,16000
69,3,2,75,3000
63,3,2,63,1000
72,3,3,72,6000
63,2,2,65,2000
75,3,3,75,10000
64,3,2,71,2000
69,4,3,69,5000
65,2,2,71,2000
68,4,3,70,2000
63,3,2,70,2000
65,3,2,65,3000
72,4,3,72,14000
69,4,3,69,5000
64,3,2,70,4000
69,2,1,76,11000
69,3,3,75,18000
67,3,2,68,7000
80,2,3,88,37000
67,3,2,73,12000
68,3,4,74,11000
72,4,3,78,18000
68,2,1,68,6000
73,3,2,79,36000
75,3,3,82,0
64,3,2,70,9000
69,4,3,73,4000
62,3,1,72,6000
73,3,2,75,19000
65,4,2,66,10000
64,2,2,68,5000
68,3,2,69,21000
65,3,3,68,8000
65,3,3,66,10000
71,4,3,71,27000
66,2,1,69,6000
69,2,2,69,2000
69,3,4,68,18000
75,3,2,76,55000
65,3,3,70,1000
68,3,3,74,34000
69,3,2,75,6000
77,3,3,84,80000
70,4,4,82,14000
64,2,3,71,1000
68,2,2,72,3000
72,4,2,72,13000
81,4,3,88,46000
66,3,3,66,3000
75,3,2,75,22000
67,3,2,72,7000
62,2,2,67,2000
73,3,2,75,9000
64,3,3,73,7000
64,4,3,69,2000
71,3,2,76,6000
72,3,2,77,9000
74,3,2,72,10000
76,3,3,75,41000
70,3,3,80,20000
73,4,3,80,7000
70,3,2,72,4000
67,2,3,70,10000
61,3,1,72,2000
74,3,2,73,15000
66,2,1,66,2000
67,3,2,71,10000
67,3,2,70,5000
73,4,4,78,15000
72,4,3,81,13000
74,4,3,74,23000
77,2,4,79,18000
70,3,3,70,1000
68,3,2,69,17000
63,2,1,63,0
68,3,2,72,6000
74,3,2,77,13000
74,4,3,74,18000
64,4,3,79,10000
63,2,2,69,5000
56,1,4,62,1000
74,2,2,74,36000
72,3,2,78,9000
64,3,2,66,1000
72,2,2,75,14000
68,3,2,78,34000
65,2,3,65,1000
69,2,1,71,1000
66,3,3,70,8000
80,3,4,86,58000
70,2,2,73,16000
71,4,3,77,14000
60,3,2,63,1000
56,2,1,63,1000
73,4,4,74,16000
71,4,3,72,7000
71,2,1,76,13000
77,2,1,81,19000
63,3,2,67,1000
67,3,3,69,6000
64,3,2,65,6000
71,3,1,75,12000
71,3,2,80,11000
68,3,3,75,7000
76,3,2,83,41000
68,2,1,72,8000
78,3,2,83,53000
72,4,3,75,8000
68,3,2,73,11000
61,4,1,70,1000
73,5,2,77,38000
81,3,2,86,77000
72,3,3,77,10000
66,3,4,70,3000
64,3,3,71,2000
72,4,3,84,18000
66,2,2,69,4000
70,2,3,72,24000
65,3,2,71,2000
78,2,3,87,12000
70,3,3,75,13000
65,3,2,71,3000
61,3,2,75,1000
76,4,2,79,20000
60,3,2,66,3000
68,3,2,72,16000
65,3,3,72,8000
72,4,2,73,1000
70,4,3,67,0
63,2,2,72,9000
68,3,1,69,16000
63,3,4,61,4000
65,2,2,65,6000
66,3,3,66,10000
56,3,2,58,4000
65,3,2,64,7000
63,3,3,67,2000
69,3,3,69,4000
71,3,2,75,24000
66,3,1,66,8000
61,3,3,62,4000
55,2,2,60,3000
71,3,3,73,38000
66,3,3,66,11000
75,3,3,76,50000
77,3,2,80,27000
57,3,2,63,1000
64,3,2,67,1000
69,3,2,72,29000
70,4,3,78,14000
68,3,2,69,10000
79,4,3,86,15000
64,3,3,64,4000
82,2,1,89,87000
73,3,3,75,9000
76,3,2,79,12000
61,3,3,72,1000
63,3,1,63,3000
69,3,2,70,8000
72,3,2,71,26000
79,3,3,78,62000
77,3,3,82,36000
69,2,2,74,5000
67,3,3,67,15000
66,4,2,73,6000
69,3,3,78,75000
63,3,2,70,2000
62,2,2,64,1000
70,3,2,77,21000
69,3,3,72,7000
76,3,3,80,33000
72,3,3,78,44000
77,3,4,78,29000
77,3,4,78,29000
77,3,4,78,29000
77,3,4,78,29000
57,3,1,68,4000
64,3,2,71,2000
70,3,1,72,39000
68,3,2,71,7000
68,3,4,71,8000
66,3,1,71,8000
55,2,2,57,2000
61,3,1,68,1000
77,3,4,79,38000
69,3,3,77,8000
71,2,3,75,13000
66,3,2,72,5000
75,3,3,79,13000
72,3,1,76,5000
67,5,3,75,8000
60,3,2,66,1000
65,3,2,74,13000
62,3,2,74,2000
71,2,2,79,18000
68,3,3,71,12000
79,4,4,87,64000
62,3,2,63,3000
67,3,3,75,22000
77,3,4,83,14000
79,3,2,87,83000
62,3,1,68,2000
72,3,3,79,8000
67,3,2,71,3000
72,3,2,72,13000
68,4,3,76,14000
69,3,2,71,12000
70,3,3,72,7000
67,3,2,71,5000
77,3,2,83,21000
73,4,3,80,10000
67,3,2,71,15000
73,5,2,81,40000
58,3,2,67,4000
66,3,2,71,5000
65,3,1,72,9000
64,3,3,71,4000
65,3,2,69,4000
62,4,2,69,4000
67,5,3,71,7000
73,3,3,80,20000
65,3,2,68,4000
69,3,2,69,20000
65,3,2,70,5000
65,4,3,65,9000
62,3,1,65,1000
58,3,1,65,1000
77,2,4,82,14000
79,3,3,86,31000
68,3,2,80,30000
71,4,3,72,14000
62,3,2,63,1000
69,3,2,69,4000
69,2,3,70,8000
69,2,3,71,18000
70,4,3,70,9000
75,3,3,79,40000
75,4,2,76,32000
64,2,2,66,1000
68,3,3,75,6000
70,2,2,79,20000
69,3,3,74,29000
65,2,3,65,1000
67,3,3,77,8000
64,3,3,72,8000
76,4,3,85,25000
67,3,2,66,9000
67,2,1,76,14000
65,3,2,68,3000
71,4,4,72,25000
74,4,3,75,32000
64,3,2,73,14000
62,3,2,69,1000
81,2,4,85,36000
67,3,2,82,13000
69,3,2,70,13000
60,2,1,73,4000
67,3,2,79,19000
59,3,3,71,2000
61,3,2,67,3000
69,4,3,80,9000
68,3,3,72,13000
62,3,2,68,3000
67,2,2,76,52000
64,3,1,71,4000
65,3,2,68,5000
74,3,2,79,44000
66,2,3,71,3000
69,3,3,72,3000
78,2,2,82,22000
78,2,2,82,22000
78,2,2,82,22000
78,2,2,82,22000
68,3,2,79,5000
62,3,1,69,1000
57,2,2,66,1000
72,2,3,74,3000
65,3,3,76,10000
65,3,3,64,4000
59,3,2,63,2000
68,3,3,73,29000
62,3,2,62,6000
67,1,1,67,2000
63,3,2,71,3000
73,3,2,81,19000
71,2,2,71,16000
69,3,2,72,14000
68,3,3,76,13000
67,4,2,72,2000
76,3,2,80,48000
57,3,2,69,3000
68,3,2,74,12000
69,3,3,73,5000
66,3,2,71,6000
74,4,3,82,42000
64,3,3,71,1000
60,2,1,64,3000
58,3,2,58,2000
65,3,2,66,10000
67,3,4,67,8000
60,2,1,62,4000
66,4,3,72,6000
76,3,2,76,21000
63,3,2,69,5000
59,2,1,61,2000
63,3,3,64,8000
66,2,3,71,6000
72,3,3,75,10000
64,2,2,73,2000
60,3,2,60,4000
63,3,3,65,6000
65,3,2,65,7000
60,2,2,68,1000
70,2,2,72,19000
75,3,2,81,25000
68,3,3,70,8000
76,3,2,82,1000
68,3,2,74,10000
59,3,1,68,1000
66,3,3,74,8000
65,3,2,71,17000
63,3,2,64,3000
63,3,2,69,1000
73,3,2,73,4000
76,2,2,81,12000
60,2,2,69,1000
79,4,2,83,58000
72,3,2,72,7000
72,4,4,80,24000
68,3,2,69,3000
66,2,2,72,7000
68,3,2,73,3000
81,4,3,87,34000
76,3,2,82,54000
59,3,2,69,7000
61,3,2,64,3000
60,3,2,63,5000
62,3,1,66,4000
68,3,2,73,14000
62,3,3,63,4000
73,3,1,79,25000
58,3,2,63,4000
58,3,2,59,3000
66,3,2,77,20000
77,3,4,83,23000
77,3,4,83,23000
77,3,4,83,23000
77,3,4,83,23000
81,3,3,87,62000
68,4,3,65,8000
65,3,1,73,3000
74,2,3,78,18000
77,3,3,77,33000
63,4,5,71,3000
63,3,2,63,2000
66,3,2,70,3000
60,3,2,66,1000
70,2,2,78,12000
65,3,2,74,2000
76,3,2,82,54000
69,2,3,77,18000
65,3,2,65,10000
64,3,2,68,3000
62,3,2,68,4000
67,3,2,76,7000
71,3,2,77,8000
75,4,3,74,9000
63,3,1,80,2000
73,3,3,79,20000
58,3,1,64,1000
65,3,2,72,6000
68,2,2,68,0
69,4,2,69,0
73,4,3,75,38000
69,2,2,77,88000
56,3,1,68,1000
68,3,3,74,5000
70,3,3,76,7000
72,3,3,72,6000
74,4,5,76,27000
71,2,2,73,1000
68,3,2,76,37000
70,4,3,78,18000
65,3,3,67,2000
59,3,3,66,4000
63,3,2,70,1000
72,3,2,78,20000
69,3,3,77,42000
66,3,2,70,8000
60,2,2,70,2000
68,3,3,73,8000
70,3,3,78,10000
75,3,1,83,12000
74,3,2,80,8000
86,3,4,93,215000
82,3,3,90,115000
79,3,3,78,11000
79,3,3,78,11000
79,3,3,78,11000
79,3,3,78,11000
74,4,3,76,14000
64,2,1,74,4000
63,3,2,63,3000
71,3,4,80,17000
55,2,2,62,3000
59,3,2,69,2000
60,3,2,77,2000
62,2,3,71,4000
75,3,5,82,40000
70,3,3,74,1000
60,2,2,65,1000
54,3,1,57,1000
68,2,2,70,3000
69,3,2,74,5000
58,3,2,65,1000
69,3,2,77,13000
68,3,3,74,6000
67,3,4,68,8000
62,3,3,72,2000
69,3,2,72,6000
67,3,2,77,7000
67,3,3,73,5000
68,4,3,78,14000
65,3,2,71,3000
70,3,2,86,22000
74,3,3,77,21000
66,3,3,69,7000
62,3,2,70,1000
77,2,3,84,23000
73,3,3,72,1000
70,3,2,77,13000
71,3,3,73,21000
74,3,4,79,28000
74,3,3,78,14000
71,3,2,76,15000
68,3,2,68,7000
70,3,4,73,13000
66,3,2,73,13000
62,4,1,66,7000
82,4,4,90,115000
76,3,2,77,96000
68,3,2,73,24000
66,3,3,69,3000
80,3,2,88,88000
74,4,3,80,19000
64,3,2,69,1000
66,3,2,75,37000
69,3,2,74,2000
70,2,1,72,16000
65,3,3,70,0
70,1,3,70,0
68,3,2,67,0
65,3,3,74,0
68,2,1,80,5000
79,3,3,86,64000
64,3,1,73,1000
75,3,3,83,36000
61,3,2,71,1000
67,4,2,75,6000
65,3,4,73,2000
80,4,4,86,63000
65,3,3,74,2000
68,3,3,76,8000
80,4,5,84,90000
72,3,2,81,30000
59,3,2,73,4000
73,3,4,80,18000
67,2,2,74,24000
64,3,3,72,5000
63,3,1,69,3000
75,3,2,85,28000
67,4,3,71,5000
68,3,2,75,10000
61,3,2,67,3000
67,3,3,71,12000
66,3,2,75,12000
59,3,2,67,3000
66,3,3,66,1000
65,2,3,65,0
71,3,3,73,23000
70,3,3,75,7000
66,4,3,70,11000
58,4,3,60,0
67,3,2,69,3000
74,5,3,82,75000
70,3,3,78,21000
65,3,2,68,1000
59,3,2,67,7000
72,4,3,78,32000
70,2,2,75,7000
70,3,1,78,15000
71,3,2,78,6000
61,3,2,73,1000
62,2,1,72,2000
64,3,1,72,9000
72,3,2,75,7000
71,2,2,79,7000
67,3,3,73,6000
83,4,3,88,150000
73,3,3,85,42000
74,3,2,75,31000
62,2,2,71,2000
68,3,2,76,16000
58,2,2,69,1000
56,2,1,58,1000
63,2,2,66,5000
62,3,2,74,2000
68,3,3,77,9000
64,4,2,68,3000
63,3,1,67,2000
64,3,3,74,4000
69,3,2,70,6000
60,3,2,69,1000
67,3,2,72,6000
79,3,2,84,31000
74,4,3,75,19000
72,3,2,80,20000
65,2,2,64,2000
65,4,2,66,1000
65,4,3,66,2000
64,3,2,72,2000
70,4,2,75,14000
68,3,2,71,7000
66,3,2,67,2000
69,4,3,71,9000
77,3,4,84,40000
58,2,1,62,1000
64,3,2,62,2000
70,3,3,80,26000
64,2,3,71,2000
67,2,2,71,2000
65,3,2,71,2000
51,3,3,51,2000
72,2,2,78,12000
69,3,3,72,24000
69,3,2,70,11000
66,3,3,70,2000
70,4,2,81,18000
66,3,2,73,4000
78,4,2,77,41000
64,2,2,68,2000
65,4,3,68,6000
68,3,2,73,10000
57,3,3,66,2000
71,3,3,78,23000
70,4,2,72,16000
67,3,3,71,6000
64,2,2,59,2000
74,4,3,77,31000
66,3,3,72,6000
63,3,2,65,2000
74,4,3,75,28000
73,3,3,76,12000
60,3,2,69,3000
67,3,3,72,5000
70,3,2,74,12000
62,3,2,76,7000
60,2,2,67,1000
64,3,2,70,7000
68,3,1,75,1000
69,3,2,74,11000
67,3,3,75,9000
59,4,3,65,1000
59,3,2,61,2000
65,2,2,67,4000
64,3,2,69,5000
73,3,2,77,9000
76,3,2,78,42000
66,3,2,76,6000
68,3,3,73,5000
70,4,4,74,23000
66,3,2,68,10000
59,3,2,71,1000
63,2,3,73,2000
57,3,2,70,1000
67,3,3,67,23000
74,4,3,74,23000
69,3,2,74,14000
73,3,2,77,1000
57,2,1,64,1000
65,3,2,65,2000
67,2,2,68,2000
75,3,1,76,5000
64,4,2,71,1000
66,3,2,73,23000
66,3,3,74,6000
62,3,1,69,2000
72,3,3,71,24000
62,3,2,72,3000
66,3,2,67,0
69,3,2,67,0
76,3,4,80,33000
62,4,2,70,1000
65,2,2,79,10000
66,3,2,71,6000
60,3,2,71,1000
65,5,2,73,13000
70,3,2,75,9000
66,3,2,76,9000
76,3,4,80,84000
70,4,3,78,18000
74,4,3,75,32000
71,2,2,72,7000
63,3,2,73,2000
67,3,3,74,6000
58,3,2,68,3000
79,4,4,86,38000
68,2,1,84,25000
57,2,2,69,1000
77,2,2,85,27000
77,2,2,85,27000
77,2,2,85,27000
77,2,2,85,27000
70,2,4,77,7000
68,3,2,73,8000
65,3,2,68,11000
61,3,2,70,2000
54,2,2,69,6000
69,3,2,71,9000
62,3,2,72,2000
71,3,2,70,7000
72,3,2,78,19000
78,4,3,87,68000
81,3,2,89,78000
69,4,3,76,13000
80,4,4,88,49000
74,4,4,83,22000
68,4,1,75,9000
77,3,3,85,16000
77,3,3,85,16000
77,3,3,85,16000
77,3,3,85,16000
72,4,2,76,13000
74,4,4,80,19000
67,3,2,73,7000
69,4,3,77,9000
76,3,2,81,41000
73,3,3,78,10000
71,2,2,75,13000
84,2,2,89,36000
70,3,2,80,18000
64,3,3,74,4000
75,3,2,78,23000
65,1,2,77,14000
76,3,4,85,16000
71,3,2,78,9000
70,4,2,77,23000
68,3,3,77,14000
72,3,3,76,23000
76,3,3,81,40000
70,3,3,77,9000
60,2,2,69,1000
74,3,2,79,13000
71,4,3,72,8000
70,3,2,76,13000
74,4,4,79,41000
75,3,3,84,40000
73,3,4,78,26000
54,2,2,64,1000
61,3,2,70,2000
70,3,3,75,17000
64,4,2,76,9000
54,2,3,63,1000
64,3,3,67,9000
64,3,2,74,9000
70,3,2,75,11000
57,2,3,67,2000
69,3,3,71,2000
58,3,2,69,2000
65,4,3,67,3000
60,3,2,68,2000
74,2,3,79,37000
65,4,3,73,6000
61,3,3,70,8000
68,3,3,74,5000
68,3,2,68,7000
60,3,2,64,3000
69,2,3,75,32000
64,2,3,76,15000
71,2,2,78,5000
81,3,4,88,110000
72,3,2,73,8000
71,3,2,72,6000
70,3,4,74,8000
64,3,2,74,7000
65,3,2,68,3000
71,3,2,78,31000
67,3,2,72,3000
70,2,2,74,5000
67,3,2,76,22000
67,3,2,68,5000
67,3,2,67,1000
63,4,3,64,1000
67,3,2,69,3000
76,2,1,82,10000
64,3,2,69,1000
62,2,2,72,1000
69,3,3,78,12000
67,3,2,72,15000
65,4,2,69,1000
67,3,3,76,22000
75,4,3,76,63000
67,4,3,67,2000
66,4,3,67,2000
78,2,3,84,15000
64,3,2,72,23000
64,3,2,67,12000
72,4,4,76,5000
76,4,2,80,24000
74,4,4,72,7000
65,3,3,70,5000
65,3,2,71,2000
68,3,2,72,6000
75,2,2,81,60000
58,3,3,69,1000
68,3,3,77,23000
77,4,2,86,25000
68,3,2,70,2000
61,3,3,71,2000
66,3,3,74,4000
66,3,2,79,2000
68,3,1,68,0
73,3,3,73,10000
77,4,3,84,15000
63,2,3,63,1000
58,2,2,65,1000
65,3,3,65,2000
67,3,3,70,7000
67,2,2,69,3000
75,2,3,75,44000
58,2,1,67,1000
64,3,3,64,4000
59,3,2,60,1000
73,3,2,78,7000
69,2,2,71,5000
64,3,2,70,2000
78,3,2,87,29000
72,3,2,71,6000
67,2,2,67,5000
68,2,3,77,11000
74,3,3,82,25000
60,3,3,69,5000
80,4,3,87,81000
76,3,3,83,29000
66,3,2,75,6000
72,3,2,82,18000
63,3,2,71,8000
73,3,1,73,9000
68,2,3,76,19000
66,2,2,72,7000
72,2,2,82,21000
60,3,3,72,2000
56,3,2,72,1000
62,3,2,63,2000
63,3,2,68,6000
76,3,4,84,29000
68,3,2,67,2000
67,2,1,84,34000
67,2,2,67,2000
70,4,4,74,20000
68,4,3,69,5000
68,2,2,72,5000
72,3,3,80,45000
61,3,3,63,2000
64,3,3,64,2000
72,3,3,79,10000
64,3,2,68,2000
56,3,2,71,2000
65,4,3,70,1000
60,3,3,74,2000
67,2,3,77,5000
66,2,3,67,3000
65,3,2,73,3000
71,2,2,76,9000
75,4,2,82,13000
76,3,2,77,30000
62,3,3,75,2000
69,3,2,74,18000
70,4,3,74,8000
61,4,2,69,2000
66,3,3,78,18000
70,3,4,78,6000
77,3,3,83,68000
83,4,3,88,70000
71,4,3,69,8000
76,3,3,85,54000
62,2,4,73,7000
80,2,1,84,45000
62,3,2,67,3000
66,3,3,71,6000
61,2,2,68,2000
76,3,3,81,25000
74,3,2,82,45000
78,3,3,87,37000
74,3,2,80,38000
73,3,2,80,23000
63,4,3,68,2000
75,3,4,79,15000
75,3,4,79,15000
75,3,4,79,15000
75,3,4,79,15000
61,3,2,66,1000
64,4,2,70,1000
68,4,2,70,3000
75,3,2,74,50000
66,4,4,70,6000
73,3,3,79,8000
65,2,1,78,1000
66,3,2,66,4000
67,2,2,67,2000
56,3,2,61,4000
66,3,1,77,5000
63,4,3,64,3000
76,3,2,85,25000
76,3,2,85,25000
76,3,2,85,25000
76,3,2,85,25000
68,3,2,73,11000
63,3,2,64,2000
64,3,3,75,2000
69,4,3,71,21000
62,2,2,71,5000
68,3,3,76,14000
74,2,2,78,13000
71,4,4,80,23000
68,3,3,73,21000
73,3,2,76,21000
63,3,2,69,1000
63,2,2,73,2000
69,3,2,75,13000
77,3,3,81,76000
61,2,1,66,1000
70,4,3,73,15000
71,3,2,81,13000
62,3,2,72,4000
65,3,2,70,5000
65,3,2,76,4000
63,2,2,65,2000
64,3,2,69,1000
66,3,2,71,12000
68,4,2,69,11000
71,3,3,76,17000
77,4,4,80,43000
69,4,3,70,18000
65,3,2,67,2000
55,3,2,69,1000
69,3,3,73,16000
76,4,3,84,25000
79,3,4,85,92000
79,3,4,85,92000
79,3,4,85,92000
79,3,4,85,92000
70,3,2,72,10000
65,3,2,74,3000
79,2,1,82,40000
62,3,2,74,9000
69,3,2,84,48000
60,3,2,68,6000
67,3,2,67,4000
68,2,2,70,5000
64,3,2,69,1000
64,1,1,68,2000
70,5,2,80,5000
64,3,2,64,2000
66,3,2,73,6000
65,3,2,76,7000
71,3,2,69,5000
71,3,3,74,2000
62,2,2,70,1000
61,2,2,63,2000
60,3,2,60,1000
62,3,3,69,2000
79,3,4,85,42000
66,3,2,73,4000
64,4,2,72,6000
67,4,3,74,24000
66,3,3,71,2000
74,4,3,82,26000
65,3,1,72,2000
71,3,2,70,5000
72,3,2,78,11000
67,4,2,75,9000
73,2,2,78,19000
69,3,2,71,14000
65,2,2,66,2000
65,3,2,76,9000
82,4,2,88,47000
64,3,3,71,3000
71,4,2,79,20000
66,3,2,66,2000
64,2,2,69,3000
80,3,4,86,81000
66,3,2,68,3000
63,2,2,68,2000
68,3,2,71,20000
65,3,2,73,2000
62,3,2,69,4000
64,3,2,78,10000
63,3,2,66,4000
71,4,3,74,29000
68,3,3,74,12000
76,3,3,82,30000
76,3,3,82,30000
76,3,3,82,30000
76,3,3,82,30000
67,4,2,76,2000
64,2,1,72,3000
71,3,2,76,10000
64,3,2,70,3000
64,3,3,75,20000
60,3,2,65,1000
65,4,2,68,2000
68,1,1,67,4000
75,3,3,79,1000
74,2,2,74,16000
66,2,2,64,2000
68,4,3,72,5000
70,4,3,77,30000
71,3,3,76,16000
66,3,2,76,4000
72,2,2,73,7000
64,3,2,64,1000
64,3,2,70,4000
70,3,3,81,25000
65,3,3,64,3000
64,3,2,77,4000
63,2,2,73,4000
56,3,2,65,1000
68,4,3,73,4000
76,4,3,83,13000
60,3,2,74,3000
64,3,2,69,3000
63,4,3,72,2000
64,3,2,69,4000
65,3,2,68,2000
65,3,2,71,4000
60,2,1,70,1000
69,4,2,76,6000
64,3,2,69,4000
72,3,2,73,29000
71,3,2,75,6000
72,3,2,74,11000
80,2,3,91,37000
66,3,3,66,3000
65,3,3,66,3000
65,3,2,63,2000
61,3,2,62,1000
63,3,2,62,1000
68,3,3,71,6000
71,2,2,78,13000
77,2,4,84,18000
71,2,2,72,19000
74,3,4,78,11000
62,4,3,71,2000
69,4,3,75,10000
68,3,2,74,20000
70,3,1,74,0
73,3,3,80,28000
65,2,1,65,1000
73,2,2,79,36000
63,3,2,74,4000
69,4,2,76,48000
75,4,3,81,52000
74,3,3,85,64000
58,3,2,76,5000
79,3,2,89,86000
68,4,2,84,27000
56,3,2,67,2000
60,3,2,70,1000
67,3,2,77,4000
63,3,2,66,3000
62,3,3,77,2000
60,3,2,68,1000
58,2,2,69,1000
56,2,2,70,1000
68,2,2,78,13000
60,3,2,71,2000
60,3,2,70,4000
72,3,2,81,7000
61,3,3,72,2000
67,2,2,77,10000
67,3,2,76,8000
70,3,2,71,5000
66,3,2,80,13000
67,3,1,81,2000
74,3,1,80,31000
64,2,1,78,3000
64,2,2,61,2000
68,3,2,68,5000
65,3,2,75,5000
65,4,3,76,4000
68,3,2,69,5000
71,4,3,78,20000
60,4,2,67,2000
54,3,1,63,1000
63,3,2,69,1000
68,2,3,76,7000
61,3,3,71,2000
72,3,2,82,27000
71,3,3,81,44000
66,3,2,76,4000
69,2,2,81,41000
59,3,2,72,2000
69,4,2,74,13000
62,2,2,70,1000
60,3,2,67,1000
61,3,2,75,1000
67,3,2,72,2000
62,3,2,70,4000
67,3,3,75,25000
70,3,2,77,9000
61,3,3,69,1000
61,3,2,68,2000
64,3,3,69,5000
76,2,2,82,32000
63,3,2,75,11000
60,3,2,67,5000
69,3,2,81,41000
73,3,2,82,38000
73,3,1,79,1000
70,3,2,74,12000
69,2,2,78,3000
72,3,3,78,14000
68,2,2,75,14000
64,3,3,69,3000
66,3,1,82,6000
77,4,3,85,46000
73,3,4,85,15000
62,2,2,76,9000
71,3,2,74,19000
69,2,2,72,2000
64,2,2,70,1000
69,4,3,68,1000
66,2,2,70,1000
69,4,2,69,2000
75,4,2,83,18000
64,3,3,68,14000
62,2,3,68,9000
65,4,3,75,6000
70,3,2,70,2000
70,3,3,70,4000
71,3,3,73,8000
66,3,3,68,9000
73,3,3,71,1000
66,3,4,69,1000
69,3,2,72,3000
65,3,2,71,1000
71,3,2,72,2000
71,3,2,77,5000
70,2,3,73,8000
65,3,2,67,1000
68,3,2,75,2000
64,3,2,74,11000
71,2,2,72,15000
67,3,1,71,1000
70,3,2,72,3000
66,4,2,74,1000
76,3,3,79,25000
54,3,1,70,1000
71,3,3,74,48000
68,3,3,71,2000
68,4,3,72,1000
59,3,2,65,1000
73,3,1,74,4000
65,2,2,70,1000
63,2,2,63,1000
69,2,2,75,2000
57,3,1,67,4000
66,2,2,67,4000
73,3,3,81,30000
66,3,2,66,1000
69,4,3,69,2000
68,3,3,77,13000
68,3,2,77,14000
72,3,2,70,3000
73,3,1,74,2000
68,3,3,70,2000
70,3,2,70,8000
70,3,2,81,17000
68,2,1,67,2000
75,4,4,78,6000
69,2,2,70,1000
72,3,2,76,34000
66,2,3,66,3000
63,4,2,64,1000
70,3,2,70,2000
65,3,2,65,2000
67,3,2,68,2000
72,3,2,78,3000
68,2,2,69,3000
75,3,2,76,5000
61,3,2,62,1000
67,3,2,71,1000
64,3,2,65,1000
63,4,3,64,1000
73,3,1,73,4000
71,2,2,76,3000
65,3,2,74,1000
68,3,2,76,2000
74,2,2,74,6000
63,3,2,65,1000
71,4,2,67,3000
66,3,2,67,3000
66,3,2,72,1000
71,4,3,71,2000
71,4,2,68,20000
77,4,3,75,1000
70,3,2,78,3000
72,2,3,73,6000
65,2,3,72,3000
69,3,3,77,3000
65,3,1,69,1000
70,3,4,73,6000
67,2,1,67,1000
73,3,2,80,9000
67,3,3,67,2000
70,3,2,70,5000
77,3,2,79,25000
57,3,1,59,1000
68,4,3,71,4000
69,3,2,74,1000
70,3,2,75,3000
72,2,2,74,3000
66,3,2,69,1000
71,3,2,74,4000
65,3,1,67,1000
57,3,1,63,1000
67,3,4,69,3000
73,3,1,72,1000
67,3,3,74,3000
69,3,2,68,1000
71,3,2,75,3000
62,3,3,65,1000
71,2,3,73,30000
67,3,3,67,1000
67,3,2,66,1000
72,3,1,72,0
73,3,3,73,5000
73,3,2,73,2000
68,3,2,68,2000
67,3,2,73,1000
72,3,2,81,4000
66,3,3,68,3000
73,2,4,73,13000
71,3,3,73,1000
73,3,2,82,18000
68,2,2,74,3000
66,3,2,66,1000
68,4,2,76,7000
63,2,2,63,2000
69,3,3,73,2000
73,3,3,73,10000
58,2,1,65,1000
70,3,4,72,11000
70,3,2,80,12000
66,3,3,71,1000
70,3,3,70,2000
62,3,1,73,2000
71,3,3,72,4000
63,2,1,66,1000
69,3,2,69,1000
61,3,2,73,1000
69,2,2,70,3000
67,3,2,67,2000
71,3,3,70,4000
61,3,3,68,1000
66,3,2,66,1000
75,4,3,75,54000
65,2,3,65,1000
72,3,3,69,3000
67,3,2,71,1000
62,3,3,70,1000
72,3,2,70,6000
67,3,2,72,1000
66,3,3,66,1000
72,3,3,70,3000
68,3,2,65,1000
55,2,1,59,2000
66,3,3,66,2000
70,3,2,71,4000
71,3,3,70,2000
63,3,3,67,1000
67,3,2,69,2000
69,2,1,76,2000
65,2,1,67,1000
77,2,1,77,6000
74,2,3,78,8000
68,3,2,68,4000
69,3,2,75,30000
73,2,2,73,0
76,2,2,76,33000
76,3,2,80,20000
69,2,2,68,4000
68,3,3,68,3000
64,2,2,67,3000
73,2,2,73,24000
59,4,2,68,1000
74,4,2,82,36000
60,2,2,63,2000
74,3,2,75,22000
60,2,2,64,1000
60,3,2,64,1000
61,3,2,68,2000
64,3,2,69,1000
69,3,3,76,14000
67,3,3,70,5000
68,3,3,73,5000
65,3,2,67,4000
72,2,3,74,11000
62,2,1,71,1000
62,3,2,69,2000
72,4,4,79,20000
70,3,2,77,33000
69,3,4,71,23000
66,2,1,74,3000
75,3,2,75,21000
68,2,2,74,11000
76,2,2,77,25000
74,3,2,74,20000
73,3,2,73,38000
69,3,2,73,11000
66,3,2,73,4000
70,3,3,74,13000
63,2,2,66,2000
76,3,4,73,55000
70,3,2,67,19000
65,2,2,65,4000
70,3,3,76,20000
58,3,2,72,2000
62,4,2,71,2000
65,3,4,75,10000
68,3,2,68,6000
52,3,3,57,1000
56,2,2,61,2000
58,2,2,61,3000
58,2,2,63,2000
70,4,4,77,23000
71,3,2,71,11000
65,3,2,65,2000
69,3,4,71,18000
65,3,3,72,8000
69,3,2,75,5000
67,3,2,74,6000
71,2,1,74,10000
67,2,2,73,10000
70,3,3,76,14000
74,3,2,83,19000
63,2,2,80,12000
77,2,2,76,34000
68,2,2,68,4000
65,2,3,65,3000
72,2,3,72,12000
