Rating,Weak_foot,Skill_Moves,Potential,ValueUnified
73,4,3,86,14000000
74,3,3,81,8000000
64,3,2,74,625000
65,3,2,65,450000
74,3,2,76,5500000
76,3,2,78,8000000
67,3,2,73,1000000
71,2,2,72,2300000
68,3,2,68,900000
66,3,2,75,975000
54,2,1,54,0
64,3,3,67,0
68,3,3,72,1100000
74,4,3,79,10000000
68,3,2,73,1000000
69,3,3,68,900000
73,3,3,79,5500000
68,3,3,71,1100000
64,4,3,71,625000
74,4,2,75,5500000
68,3,2,67,450000
69,3,2,73,1000000
71,3,2,84,6000000
76,3,3,82,10500000
58,3,2,62,100000
63,3,3,64,475000
55,3,2,64,90000
61,3,2,75,675000
72,3,3,76,4100000
60,3,1,72,425000
79,2,4,83,14000000
79,2,4,83,14000000
79,2,4,83,14000000
79,2,4,83,14000000
64,4,2,64,425000
65,3,4,79,1200000
70,3,4,77,2500000
66,2,2,75,1400000
65,3,2,72,650000
81,5,3,90,37000000
68,3,2,76,1300000
67,3,2,71,825000
76,3,2,75,3800000
73,4,2,75,3900000
66,2,2,68,675000
76,3,2,80,8500000
75,2,1,76,5000000
82,4,3,83,26000000
76,4,3,81,8500000
72,5,3,73,3700000
70,3,3,75,2400000
69,4,2,72,1100000
69,3,3,71,1300000
69,3,2,72,850000
62,2,2,72,500000
66,3,2,72,900000
80,2,3,85,23000000
64,3,2,67,650000
71,2,1,71,1400000
67,4,3,71,1000000
63,3,1,63,240000
64,3,2,63,375000
59,3,1,68,180000
69,3,3,73,2200000
82,3,4,87,39000000
69,4,2,69,800000
70,3,2,69,825000
68,3,2,68,600000
73,3,3,74,5500000
69,3,3,70,1100000
62,3,2,70,625000
64,3,2,73,600000
60,3,2,66,220000
79,4,4,85,17000000
66,4,2,72,875000
70,3,1,75,925000
74,3,3,77,5000000
74,4,4,79,4400000
61,3,3,66,325000
62,3,3,71,750000
65,3,2,72,650000
81,4,4,85,28000000
64,3,2,68,500000
65,3,3,75,875000
60,3,2,66,220000
81,3,3,81,17000000
67,3,2,77,1100000
60,3,2,64,425000
69,4,3,65,575000
59,3,2,68,240000
62,2,3,68,350000
69,3,2,69,875000
68,3,2,68,850000
66,3,2,72,750000
66,3,3,68,900000
65,3,2,72,775000
67,3,3,72,1200000
61,3,3,63,400000
73,3,2,78,4500000
66,2,2,69,675000
63,3,3,67,575000
71,3,2,74,3800000
61,3,2,62,170000
73,3,3,73,3900000
67,3,3,67,575000
66,3,2,65,400000
73,4,3,84,7000000
75,3,2,85,9500000
71,4,3,73,3000000
61,3,2,64,300000
67,3,1,66,425000
64,2,3,62,290000
69,3,3,69,875000
61,3,2,64,325000
66,3,2,66,475000
66,4,2,70,700000
74,4,4,76,8000000
63,3,2,65,350000
68,3,1,68,600000
68,3,2,67,600000
72,3,2,72,2300000
70,3,2,73,2400000
66,3,1,70,675000
66,4,4,69,825000
72,3,3,82,8500000
60,3,1,62,170000
65,2,1,65,375000
62,3,2,66,400000
65,3,2,67,475000
59,2,3,61,250000
59,4,3,68,300000
68,3,3,70,1800000
70,2,1,74,1000000
70,2,1,70,1200000
58,4,2,63,140000
66,3,1,70,575000
64,3,3,72,675000
62,2,2,62,230000
64,3,2,62,200000
70,4,4,69,775000
70,4,2,75,1400000
66,1,2,70,975000
64,3,2,65,400000
67,3,2,67,625000
64,3,3,69,625000
61,2,1,61,150000
61,3,2,63,240000
66,3,2,66,625000
65,2,1,66,425000
71,3,2,76,2700000
66,3,2,74,825000
72,4,4,72,1600000
64,4,3,64,350000
69,4,3,69,850000
76,4,2,78,7500000
63,2,2,65,425000
52,2,1,65,110000
57,2,2,60,100000
64,3,2,64,450000
65,2,2,69,500000
59,3,2,66,180000
67,3,3,75,1000000
64,3,3,65,525000
64,2,1,63,150000
63,2,2,63,210000
69,3,4,70,1900000
55,3,2,68,140000
68,3,3,77,1400000
69,3,3,68,900000
64,3,3,78,2200000
73,3,3,74,2500000
69,3,3,72,2200000
78,2,1,80,8500000
78,2,1,80,8500000
78,2,1,80,8500000
78,2,1,80,8500000
61,3,2,70,325000
69,4,3,73,1000000
69,3,3,73,2200000
70,2,2,74,1200000
67,2,2,78,4300000
74,3,2,78,3600000
82,2,4,86,32500000
67,3,1,80,2200000
69,3,1,73,1500000
62,3,2,64,260000
66,2,2,75,950000
64,4,2,73,1000000
63,2,2,69,575000
70,3,2,70,1200000
69,3,3,74,2300000
70,3,2,70,1300000
71,4,2,71,2300000
70,3,2,71,1600000
67,3,2,69,850000
67,4,3,75,1300000
72,3,2,75,3800000
64,2,1,64,300000
69,3,2,71,1100000
66,3,3,71,850000
73,3,1,77,3700000
69,3,2,75,1400000
63,3,2,63,110000
72,3,3,72,2800000
63,2,2,65,300000
75,3,3,75,6500000
64,3,2,71,550000
69,4,3,69,1100000
65,2,2,71,725000
68,4,3,70,850000
63,3,2,70,525000
65,3,2,65,400000
72,4,3,72,3300000
69,4,3,69,1000000
64,3,2,70,625000
69,2,1,76,1100000
69,3,3,75,1300000
67,3,2,68,750000
80,2,3,88,29500000
67,3,2,73,1000000
68,3,4,74,1200000
72,4,3,78,4300000
68,2,1,68,600000
73,3,2,79,5500000
75,3,3,82,0
64,3,2,70,525000
69,4,3,73,1200000
62,3,1,72,375000
73,3,2,75,3900000
65,4,2,66,525000
64,2,2,68,550000
68,3,2,69,825000
65,3,3,68,550000
65,3,3,66,600000
71,4,3,71,2300000
66,2,1,69,500000
69,2,2,69,450000
69,3,4,68,875000
75,3,2,76,6000000
65,3,3,70,600000
68,3,3,74,3000000
69,3,2,75,1200000
77,3,3,84,10500000
70,4,4,82,9500000
64,2,3,71,625000
68,2,2,72,875000
72,4,2,72,2300000
81,4,3,88,30000000
66,3,3,66,700000
75,3,2,75,5500000
67,3,2,72,1100000
62,2,2,67,350000
73,3,2,75,5000000
64,3,3,73,900000
64,4,3,69,500000
71,3,2,76,3400000
72,3,2,77,4400000
74,3,2,72,2800000
76,3,3,75,7000000
70,3,3,80,3600000
73,4,3,80,2900000
70,3,2,72,2100000
67,2,3,70,800000
61,3,1,72,500000
74,3,2,73,2800000
66,2,1,66,425000
67,3,2,71,850000
67,3,2,70,800000
73,4,4,78,5500000
72,4,3,81,6000000
74,4,3,74,5000000
77,2,4,79,10000000
70,3,3,70,1200000
68,3,2,69,825000
63,2,1,63,0
68,3,2,72,875000
74,3,2,77,4300000
74,4,3,74,6000000
64,4,3,79,3500000
63,2,2,69,500000
56,1,4,62,250000
74,2,2,74,4000000
72,3,2,78,4500000
64,3,2,66,700000
72,2,2,75,3300000
68,3,2,78,1300000
65,2,3,65,450000
69,2,1,71,850000
66,3,3,70,950000
80,3,4,86,24000000
70,2,2,73,1900000
71,4,3,77,3200000
60,3,2,63,220000
56,2,1,63,120000
73,4,4,74,4700000
71,4,3,72,2200000
71,2,1,76,1800000
77,2,1,81,8000000
63,3,2,67,475000
67,3,3,69,1000000
64,3,2,65,550000
71,3,1,75,2100000
71,3,2,80,7500000
68,3,3,75,1300000
76,3,2,83,10500000
68,2,1,72,825000
78,3,2,83,12000000
72,4,3,75,3800000
68,3,2,73,1000000
61,4,1,70,290000
73,5,2,77,4300000
81,3,2,86,23500000
72,3,3,77,5000000
66,3,4,70,850000
64,3,3,71,850000
72,4,3,84,7000000
66,2,2,69,675000
70,2,3,72,1700000
65,3,2,71,725000
78,2,3,87,17500000
70,3,3,75,2400000
65,3,2,71,725000
61,3,2,75,875000
76,4,2,79,7000000
60,3,2,66,290000
68,3,2,72,975000
65,3,3,72,1000000
72,4,2,73,3200000
70,4,3,67,0
63,2,2,72,750000
68,3,1,69,675000
63,3,4,61,250000
65,2,2,65,400000
66,3,3,66,475000
56,3,2,58,140000
65,3,2,64,180000
63,3,3,67,350000
69,3,3,69,1000000
71,3,2,75,3200000
66,3,1,66,325000
61,3,3,62,230000
55,2,2,60,100000
71,3,3,73,4000000
66,3,3,66,625000
75,3,3,76,8000000
77,3,2,80,11000000
57,3,2,63,140000
64,3,2,67,400000
69,3,2,72,1800000
70,4,3,78,3300000
68,3,2,69,825000
79,4,3,86,17000000
64,3,3,64,475000
82,2,1,89,26000000
73,3,3,75,6500000
76,3,2,79,9000000
61,3,3,72,500000
63,3,1,63,210000
69,3,2,70,1000000
72,3,2,71,1000000
79,3,3,78,11000000
77,3,3,82,12000000
69,2,2,74,1900000
67,3,3,67,825000
66,4,2,73,900000
69,3,3,78,4300000
63,3,2,70,425000
62,2,2,64,210000
70,3,2,77,1300000
69,3,3,72,2800000
76,3,3,80,11500000
72,3,3,78,5500000
77,3,4,78,10500000
77,3,4,78,10500000
77,3,4,78,10500000
77,3,4,78,10500000
57,3,1,68,180000
64,3,2,71,525000
70,3,1,72,1500000
68,3,2,71,1100000
68,3,4,71,1400000
66,3,1,71,625000
55,2,2,57,50000
61,3,1,68,300000
77,3,4,79,9500000
69,3,3,77,3200000
71,2,3,75,3100000
66,3,2,72,750000
75,3,3,79,7000000
72,3,1,76,1800000
67,5,3,75,2400000
60,3,2,66,290000
65,3,2,74,700000
62,3,2,74,950000
71,2,2,79,6500000
68,3,3,71,1100000
79,4,4,87,20500000
62,3,2,63,250000
67,3,3,75,1100000
77,3,4,83,12000000
79,3,2,87,16000000
62,3,1,68,400000
72,3,3,79,7500000
67,3,2,71,975000
72,3,2,72,2200000
68,4,3,76,2400000
69,3,2,71,2300000
70,3,3,72,1300000
67,3,2,71,725000
77,3,2,83,10000000
73,4,3,80,7500000
67,3,2,71,1800000
73,5,2,81,5000000
58,3,2,67,290000
66,3,2,71,950000
65,3,1,72,725000
64,3,3,71,850000
65,3,2,69,675000
62,4,2,69,425000
67,5,3,71,1100000
73,3,3,80,7500000
65,3,2,68,600000
69,3,2,69,875000
65,3,2,70,725000
65,4,3,65,475000
62,3,1,65,270000
58,3,1,65,130000
77,2,4,82,12000000
79,3,3,86,15000000
68,3,2,80,4800000
71,4,3,72,2800000
62,3,2,63,300000
69,3,2,69,875000
69,2,3,70,975000
69,2,3,71,2100000
70,4,3,70,1800000
75,3,3,79,11000000
75,4,2,76,5500000
64,2,2,66,450000
68,3,3,75,2400000
70,2,2,79,2700000
69,3,3,74,1400000
65,2,3,65,525000
67,3,3,77,1200000
64,3,3,72,675000
76,4,3,85,12000000
67,3,2,66,525000
67,2,1,76,900000
65,3,2,68,475000
71,4,4,72,3400000
74,4,3,75,5500000
64,3,2,73,800000
62,3,2,69,500000
81,2,4,85,20000000
67,3,2,82,3500000
69,3,2,70,950000
60,2,1,73,400000
67,3,2,79,1200000
59,3,3,71,350000
61,3,2,67,400000
69,4,3,80,1800000
68,3,3,72,975000
62,3,2,68,500000
67,2,2,76,4200000
64,3,1,71,475000
65,3,2,68,650000
74,3,2,79,7000000
66,2,3,71,750000
69,3,3,72,1300000
78,2,2,82,11000000
78,2,2,82,11000000
78,2,2,82,11000000
78,2,2,82,11000000
68,3,2,79,2700000
62,3,1,69,325000
57,2,2,66,130000
72,2,3,74,3100000
65,3,3,76,1300000
65,3,3,64,350000
59,3,2,63,170000
68,3,3,73,1100000
62,3,2,62,230000
67,1,1,67,525000
63,3,2,71,725000
73,3,2,81,7000000
71,2,2,71,2400000
69,3,2,72,1100000
68,3,3,76,1100000
67,4,2,72,775000
76,3,2,80,8500000
57,3,2,69,375000
68,3,2,74,1100000
69,3,3,73,1200000
66,3,2,71,725000
74,4,3,82,9000000
64,3,3,71,350000
60,2,1,64,190000
58,3,2,58,100000
65,3,2,66,475000
67,3,4,67,725000
60,2,1,62,170000
66,4,3,72,875000
76,3,2,76,6500000
63,3,2,69,425000
59,2,1,61,130000
63,3,3,64,475000
66,2,3,71,750000
72,3,3,75,6500000
64,2,2,73,675000
60,3,2,60,140000
63,3,3,65,475000
65,3,2,65,400000
60,2,2,68,350000
70,2,2,72,1800000
75,3,2,81,7500000
68,3,3,70,1100000
76,3,2,82,8000000
68,3,2,74,1200000
59,3,1,68,260000
66,3,3,74,950000
65,3,2,71,825000
63,3,2,64,325000
63,3,2,69,425000
73,3,2,73,3200000
76,2,2,81,10000000
60,2,2,69,325000
79,4,2,83,13500000
72,3,2,72,2400000
72,4,4,80,4600000
68,3,2,69,850000
66,2,2,72,875000
68,3,2,73,775000
81,4,3,87,24000000
76,3,2,82,9000000
59,3,2,69,500000
61,3,2,64,325000
60,3,2,63,290000
62,3,1,66,280000
68,3,2,73,1300000
62,3,3,63,400000
73,3,1,79,3900000
58,3,2,63,300000
58,3,2,59,150000
66,3,2,77,2800000
77,3,4,83,14000000
77,3,4,83,14000000
77,3,4,83,14000000
77,3,4,83,14000000
81,3,3,87,24500000
68,4,3,65,600000
65,3,1,73,750000
74,2,3,78,7500000
77,3,3,77,8500000
63,4,5,71,550000
63,3,2,63,270000
66,3,2,70,700000
60,3,2,66,280000
70,2,2,78,4500000
65,3,2,74,825000
76,3,2,82,9000000
69,2,3,77,3200000
65,3,2,65,575000
64,3,2,68,500000
62,3,2,68,400000
67,3,2,76,1100000
71,3,2,77,6500000
75,4,3,74,6000000
63,3,1,80,1300000
73,3,3,79,5500000
58,3,1,64,150000
65,3,2,72,650000
68,2,2,68,0
69,4,2,69,0
73,4,3,75,4900000
69,2,2,77,5500000
56,3,1,68,230000
68,3,3,74,1000000
70,3,3,76,2400000
72,3,3,72,2600000
74,4,5,76,8000000
71,2,2,73,2400000
68,3,2,76,1000000
70,4,3,78,3400000
65,3,3,67,550000
59,3,3,66,190000
63,3,2,70,450000
72,3,2,78,4200000
69,3,3,77,5000000
66,3,2,70,850000
60,2,2,70,525000
68,3,3,73,1200000
70,3,3,78,4300000
75,3,1,83,7500000
74,3,2,80,7500000
86,3,4,93,79000000
82,3,3,90,43000000
79,3,3,78,10000000
79,3,3,78,10000000
79,3,3,78,10000000
79,3,3,78,10000000
74,4,3,76,8500000
64,2,1,74,550000
63,3,2,63,300000
71,3,4,80,3700000
55,2,2,62,110000
59,3,2,69,250000
60,3,2,77,725000
62,2,3,71,475000
75,3,5,82,9500000
70,3,3,74,2300000
60,2,2,65,230000
54,3,1,57,60000
68,2,2,70,900000
69,3,2,74,1200000
58,3,2,65,150000
69,3,2,77,1300000
68,3,3,74,1000000
67,3,4,68,675000
62,3,3,72,500000
69,3,2,72,1100000
67,3,2,77,1400000
67,3,3,73,900000
68,4,3,78,3300000
65,3,2,71,1000000
70,3,2,86,10000000
74,3,3,77,7000000
66,3,3,69,1100000
62,3,2,70,450000
77,2,3,84,14000000
73,3,3,72,2700000
70,3,2,77,2100000
71,3,3,73,3400000
74,3,4,79,7500000
74,3,3,78,5000000
71,3,2,76,2600000
68,3,2,68,700000
70,3,4,73,2200000
66,3,2,73,900000
62,4,1,66,280000
82,4,4,90,33000000
76,3,2,77,9000000
68,3,2,73,1000000
66,3,3,69,800000
80,3,2,88,19000000
74,4,3,80,8000000
64,3,2,69,425000
66,3,2,75,975000
69,3,2,74,1100000
70,2,1,72,2100000
65,3,3,70,0
70,1,3,70,0
68,3,2,67,0
65,3,3,74,0
68,2,1,80,2800000
79,3,3,86,17500000
64,3,1,73,600000
75,3,3,83,9500000
61,3,2,71,475000
67,4,2,75,975000
65,3,4,73,900000
80,4,4,86,24000000
65,3,3,74,950000
68,3,3,76,3100000
80,4,5,84,17000000
72,3,2,81,8000000
59,3,2,73,700000
73,3,4,80,4700000
67,2,2,74,1200000
64,3,3,72,875000
63,3,1,69,375000
75,3,2,85,10500000
67,4,3,71,1000000
68,3,2,75,1100000
61,3,2,67,350000
67,3,3,71,825000
66,3,2,75,1100000
59,3,2,67,200000
66,3,3,66,650000
65,2,3,65,0
71,3,3,73,1400000
70,3,3,75,1500000
66,4,3,70,850000
58,4,3,60,0
67,3,2,69,675000
74,5,3,82,8000000
70,3,3,78,4200000
65,3,2,68,260000
59,3,2,67,350000
72,4,3,78,4300000
70,2,2,75,1200000
70,3,1,78,2000000
71,3,2,78,3600000
61,3,2,73,450000
62,2,1,72,500000
64,3,1,72,500000
72,3,2,75,3200000
71,2,2,79,3700000
67,3,3,73,1200000
83,4,3,88,30000000
73,3,3,85,11000000
74,3,2,75,5000000
62,2,2,71,400000
68,3,2,76,1300000
58,2,2,69,210000
56,2,1,58,60000
63,2,2,66,525000
62,3,2,74,525000
68,3,3,77,1400000
64,4,2,68,600000
63,3,1,67,325000
64,3,3,74,825000
69,3,2,70,1800000
60,3,2,69,325000
67,3,2,72,1000000
79,3,2,84,14000000
74,4,3,75,6000000
72,3,2,80,7500000
65,2,2,64,350000
65,4,2,66,375000
65,4,3,66,650000
64,3,2,72,750000
70,4,2,75,3100000
68,3,2,71,1800000
66,3,2,67,600000
69,4,3,71,1100000
77,3,4,84,19500000
58,2,1,62,120000
64,3,2,62,325000
70,3,3,80,3700000
64,2,3,71,525000
67,2,2,71,725000
65,3,2,71,725000
51,3,3,51,30000
72,2,2,78,5500000
69,3,3,72,1100000
69,3,2,70,1400000
66,3,3,70,850000
70,4,2,81,3300000
66,3,2,73,900000
78,4,2,77,9000000
64,2,2,68,575000
65,4,3,68,950000
68,3,2,73,1800000
57,3,3,66,475000
71,3,3,78,5500000
70,4,2,72,1800000
67,3,3,71,1300000
64,2,2,59,150000
74,4,3,77,9000000
66,3,3,72,875000
63,3,2,65,450000
74,4,3,75,6500000
73,3,3,76,2400000
60,3,2,69,375000
67,3,3,72,875000
70,3,2,74,1400000
62,3,2,76,800000
60,2,2,67,250000
64,3,2,70,725000
68,3,1,75,1700000
69,3,2,74,1200000
67,3,3,75,1300000
59,4,3,65,220000
59,3,2,61,220000
65,2,2,67,500000
64,3,2,69,500000
73,3,2,77,4300000
76,3,2,78,9500000
66,3,2,76,925000
68,3,3,73,1200000
70,4,4,74,2300000
66,3,2,68,625000
59,3,2,71,350000
63,2,3,73,700000
57,3,2,70,290000
67,3,3,67,775000
74,4,3,74,5500000
69,3,2,74,1900000
73,3,2,77,4200000
57,2,1,64,100000
65,3,2,65,450000
67,2,2,68,650000
75,3,1,76,5500000
64,4,2,71,750000
66,3,2,73,1000000
66,3,3,74,825000
62,3,1,69,325000
72,3,3,71,1300000
62,3,2,72,575000
66,3,2,67,0
69,3,2,67,0
76,3,4,80,11500000
62,4,2,70,725000
65,2,2,79,1100000
66,3,2,71,825000
60,3,2,71,550000
65,5,2,73,800000
70,3,2,75,2000000
66,3,2,76,1100000
76,3,4,80,10000000
70,4,3,78,2600000
74,4,3,75,7000000
71,2,2,72,2500000
63,3,2,73,675000
67,3,3,74,1200000
58,3,2,68,200000
79,4,4,86,18000000
68,2,1,84,7000000
57,2,2,69,325000
77,2,2,85,14500000
77,2,2,85,14500000
77,2,2,85,14500000
77,2,2,85,14500000
70,2,4,77,2500000
68,3,2,73,1200000
65,3,2,68,600000
61,3,2,70,700000
54,2,2,69,200000
69,3,2,71,1100000
62,3,2,72,475000
71,3,2,70,1400000
72,3,2,78,6000000
78,4,3,87,30500000
81,3,2,89,30500000
69,4,3,76,1500000
80,4,4,88,22000000
74,4,4,83,8500000
68,4,1,75,1100000
77,3,3,85,14500000
77,3,3,85,14500000
77,3,3,85,14500000
77,3,3,85,14500000
72,4,2,76,3400000
74,4,4,80,7500000
67,3,2,73,1000000
69,4,3,77,1600000
76,3,2,81,8500000
73,3,3,78,6000000
71,2,2,75,3900000
84,2,2,89,35500000
70,3,2,80,6500000
64,3,3,74,850000
75,3,2,78,7000000
65,1,2,77,975000
76,3,4,85,14500000
71,3,2,78,3600000
70,4,2,77,5500000
68,3,3,77,1400000
72,3,3,76,4100000
76,3,3,81,7500000
70,3,3,77,3200000
60,2,2,69,425000
74,3,2,79,6500000
71,4,3,72,1200000
70,3,2,76,1500000
74,4,4,79,7500000
75,3,3,84,10000000
73,3,4,78,5500000
54,2,2,64,110000
61,3,2,70,450000
70,3,3,75,3100000
64,4,2,76,1100000
54,2,3,63,100000
64,3,3,67,575000
64,3,2,74,825000
70,3,2,75,1200000
57,2,3,67,290000
69,3,3,71,2100000
58,3,2,69,375000
65,4,3,67,725000
60,3,2,68,350000
74,2,3,79,10000000
65,4,3,73,800000
61,3,3,70,400000
68,3,3,74,1200000
68,3,2,68,725000
60,3,2,64,220000
69,2,3,75,2400000
64,2,3,76,1300000
71,2,2,78,2800000
81,3,4,88,30500000
72,3,2,73,2800000
71,3,2,72,3200000
70,3,4,74,2400000
64,3,2,74,925000
65,3,2,68,550000
71,3,2,78,2800000
67,3,2,72,750000
70,2,2,74,2500000
67,3,2,76,7000000
67,3,2,68,700000
67,3,2,67,400000
63,4,3,64,450000
67,3,2,69,775000
76,2,1,82,7500000
64,3,2,69,500000
62,2,2,72,575000
69,3,3,78,2600000
67,3,2,72,2200000
65,4,2,69,500000
67,3,3,76,1200000
75,4,3,76,7500000
67,4,3,67,800000
66,4,3,67,600000
78,2,3,84,16000000
64,3,2,72,975000
64,3,2,67,475000
72,4,4,76,4100000
76,4,2,80,7500000
74,4,4,72,2900000
65,3,3,70,700000
65,3,2,71,550000
68,3,2,72,875000
75,2,2,81,7500000
58,3,3,69,220000
68,3,3,77,1400000
77,4,2,86,15000000
68,3,2,70,700000
61,3,3,71,400000
66,3,3,74,925000
66,3,2,79,1100000
68,3,1,68,0
73,3,3,73,3900000
77,4,3,84,17000000
63,2,3,63,375000
58,2,2,65,240000
65,3,3,65,575000
67,3,3,70,950000
67,2,2,69,775000
75,2,3,75,4800000
58,2,1,67,150000
64,3,3,64,375000
59,3,2,60,150000
73,3,2,78,4500000
69,2,2,71,1100000
64,3,2,70,525000
78,3,2,87,16000000
72,3,2,71,2000000
67,2,2,67,575000
68,2,3,77,1400000
74,3,3,82,8500000
60,3,3,69,325000
80,4,3,87,20500000
76,3,3,83,11000000
66,3,2,75,975000
72,3,2,82,5000000
63,3,2,71,475000
73,3,1,73,2000000
68,2,3,76,1300000
66,2,2,72,850000
72,2,2,82,5500000
60,3,3,72,675000
56,3,2,72,375000
62,3,2,63,350000
63,3,2,68,900000
76,3,4,84,12500000
68,3,2,67,625000
67,2,1,84,3700000
67,2,2,67,525000
70,4,4,74,3000000
68,4,3,69,900000
68,2,2,72,1100000
72,3,3,80,4700000
61,3,3,63,300000
64,3,3,64,425000
72,3,3,79,7500000
64,3,2,68,625000
56,3,2,71,475000
65,4,3,70,525000
60,3,3,74,475000
67,2,3,77,1200000
66,2,3,67,775000
65,3,2,73,800000
71,2,2,76,2000000
75,4,2,82,8000000
76,3,2,77,7000000
62,3,3,75,575000
69,3,2,74,1200000
70,4,3,74,2400000
61,4,2,69,500000
66,3,3,78,2600000
70,3,4,78,3300000
77,3,3,83,12000000
83,4,3,88,34000000
71,4,3,69,1100000
76,3,3,85,12000000
62,2,4,73,700000
80,2,1,84,14000000
62,3,2,67,475000
66,3,3,71,875000
61,2,2,68,350000
76,3,3,81,10500000
74,3,2,82,8000000
78,3,3,87,18500000
74,3,2,80,6500000
73,3,2,80,8500000
63,4,3,68,500000
75,3,4,79,12500000
75,3,4,79,12500000
75,3,4,79,12500000
75,3,4,79,12500000
61,3,2,66,375000
64,4,2,70,600000
68,4,2,70,1100000
75,3,2,74,6000000
66,4,4,70,1200000
73,3,3,79,5500000
65,2,1,78,925000
66,3,2,66,500000
67,2,2,67,625000
56,3,2,61,160000
66,3,1,77,775000
63,4,3,64,450000
76,3,2,85,12500000
76,3,2,85,12500000
76,3,2,85,12500000
76,3,2,85,12500000
68,3,2,73,1200000
63,3,2,64,425000
64,3,3,75,875000
69,4,3,71,1300000
62,2,2,71,475000
68,3,3,76,1000000
74,2,2,78,6000000
71,4,4,80,4600000
68,3,3,73,1100000
73,3,2,76,4100000
63,3,2,69,425000
63,2,2,73,525000
69,3,2,75,3000000
77,3,3,81,10000000
61,2,1,66,280000
70,4,3,73,4100000
71,3,2,81,4200000
62,3,2,72,675000
65,3,2,70,625000
65,3,2,76,1300000
63,2,2,65,375000
64,3,2,69,575000
66,3,2,71,850000
68,4,2,69,750000
71,3,3,76,3200000
77,4,4,80,11500000
69,4,3,70,1900000
65,3,2,67,500000
55,3,2,69,220000
69,3,3,73,3500000
76,4,3,84,11500000
79,3,4,85,15000000
79,3,4,85,15000000
79,3,4,85,15000000
79,3,4,85,15000000
70,3,2,72,1800000
65,3,2,74,725000
79,2,1,82,11000000
62,3,2,74,750000
69,3,2,84,10500000
60,3,2,68,875000
67,3,2,67,825000
68,2,2,70,900000
64,3,2,69,600000
64,1,1,68,400000
70,5,2,80,4000000
64,3,2,64,350000
66,3,2,73,900000
65,3,2,76,900000
71,3,2,69,575000
71,3,3,74,3000000
62,2,2,70,450000
61,2,2,63,250000
60,3,2,60,210000
62,3,3,69,425000
79,3,4,85,19500000
66,3,2,73,925000
64,4,2,72,875000
67,4,3,74,1100000
66,3,3,71,750000
74,4,3,82,8000000
65,3,1,72,550000
71,3,2,70,1500000
72,3,2,78,6000000
67,4,2,75,4000000
73,2,2,78,6000000
69,3,2,71,1000000
65,2,2,66,550000
65,3,2,76,900000
82,4,2,88,26000000
64,3,3,71,750000
71,4,2,79,4300000
66,3,2,66,700000
64,2,2,69,500000
80,3,4,86,18000000
66,3,2,68,625000
63,2,2,68,475000
68,3,2,71,925000
65,3,2,73,775000
62,3,2,69,500000
64,3,2,78,900000
63,3,2,66,475000
71,4,3,74,4700000
68,3,3,74,1400000
76,3,3,82,13500000
76,3,3,82,13500000
76,3,3,82,13500000
76,3,3,82,13500000
67,4,2,76,1000000
64,2,1,72,500000
71,3,2,76,2700000
64,3,2,70,525000
64,3,3,75,775000
60,3,2,65,280000
65,4,2,68,600000
68,1,1,67,525000
75,3,3,79,9500000
74,2,2,74,3800000
66,2,2,64,375000
68,4,3,72,1200000
70,4,3,77,3200000
71,3,3,76,2600000
66,3,2,76,1000000
72,2,2,73,2800000
64,3,2,64,350000
64,3,2,70,1200000
70,3,3,81,3800000
65,3,3,64,500000
64,3,2,77,1200000
63,2,2,73,1200000
56,3,2,65,150000
68,4,3,73,1200000
76,4,3,83,11000000
60,3,2,74,475000
64,3,2,69,500000
63,4,3,72,500000
64,3,2,69,500000
65,3,2,68,350000
65,3,2,71,725000
60,2,1,70,325000
69,4,2,76,2600000
64,3,2,69,500000
72,3,2,73,4000000
71,3,2,75,3000000
72,3,2,74,4500000
80,2,3,91,38500000
66,3,3,66,600000
65,3,3,66,625000
65,3,2,63,210000
61,3,2,62,240000
63,3,2,62,160000
68,3,3,71,1100000
71,2,2,78,6000000
77,2,4,84,14500000
71,2,2,72,2300000
74,3,4,78,7500000
62,4,3,71,625000
69,4,3,75,2400000
68,3,2,74,1200000
70,3,1,74,0
73,3,3,80,9000000
65,2,1,65,325000
73,2,2,79,4700000
63,3,2,74,725000
69,4,2,76,1500000
75,4,3,81,9000000
74,3,3,85,9500000
58,3,2,76,1000000
79,3,2,89,23000000
68,4,2,84,3900000
56,3,2,67,140000
60,3,2,70,325000
67,3,2,77,1200000
63,3,2,66,350000
62,3,3,77,675000
60,3,2,68,260000
58,2,2,69,210000
56,2,2,70,325000
68,2,2,78,4500000
60,3,2,71,350000
60,3,2,70,450000
72,3,2,81,4200000
61,3,3,72,425000
67,2,2,77,1300000
67,3,2,76,2400000
70,3,2,71,1800000
66,3,2,80,2500000
67,3,1,81,1400000
74,3,1,80,5500000
64,2,1,78,1100000
64,2,2,61,230000
68,3,2,68,575000
65,3,2,75,750000
65,4,3,76,2400000
68,3,2,69,775000
71,4,3,78,3300000
60,4,2,67,575000
54,3,1,63,80000
63,3,2,69,425000
68,2,3,76,1300000
61,3,3,71,450000
72,3,2,82,5500000
71,3,3,81,6000000
66,3,2,76,1000000
69,2,2,81,1900000
59,3,2,72,425000
69,4,2,74,1200000
62,2,2,70,450000
60,3,2,67,400000
61,3,2,75,500000
67,3,2,72,750000
62,3,2,70,625000
67,3,3,75,1400000
70,3,2,77,2100000
61,3,3,69,425000
61,3,2,68,260000
64,3,3,69,500000
