Name,ValueUnified
Riyaad Norodien,875000.00
Juan Brunetta,875000.00
Imanol García,875000.00
Freddy Cardouso,875000.00
Martín Hongla,875000.00
Zaydou Youssouf,875000.00
Yigithan Güveli,875000.00
Jakob Nerwinski,875000.00
Vladimir Kovacevic,875000.00
Abdelhamid Sabiri,875000.00
Morten Rasmussen,850000.00
Stefano Sorrentino,850000.00
Lee Dong Gook,850000.00
Jordan Remacle,850000.00
Jack Hobbs,850000.00
Lukasz Janoszka,850000.00
Edgar Andrade,850000.00
Rhys Williams,850000.00
Sunny,850000.00
Anthony Marin,850000.00
Greg Tansey,850000.00
Magnus Lekven,850000.00
Francesco Della Rocca,850000.00
Janus Mats Drachmann,850000.00
Jordy Buijs,850000.00
Julien Faussurier,850000.00
Matthieu Dreyer,850000.00
Denis Tonucci,850000.00
Fabián Espíndola,850000.00
Alfredo Saldívar,850000.00
Sandro Manoel,850000.00
Francesco Bolzoni,850000.00
Mark Birighitti,850000.00
Jørgen Skjelvik,850000.00
Marc Pedersen,850000.00
Simen Søraunet Wangberg,850000.00
Mame Ousmane Cissokho,850000.00
Mikael Dyrestam,850000.00
Evgeniy Makeev,850000.00
Murray Davidson,850000.00
Stephan Salger,850000.00
Torgeir Børven,850000.00
Juan Carlos,850000.00
John Marquis,850000.00
Tony Tchani,850000.00
Teddy Mézague,850000.00
Elba Rashani,850000.00
Florent Cuvelier,850000.00
Gernot Trauner,850000.00
Terry Antonis,850000.00
Giacomo Beretta,850000.00
Christoph Knasmüllner,850000.00
Zac MacMath,850000.00
Riffi Mandanda,850000.00
Michael Doughty,850000.00
Nils Teixeira,850000.00
Kenny Lala,850000.00
Michael de Leeuw,850000.00
Tom Trybull,850000.00
Philipp Klement,850000.00
Cristian Ceballos,850000.00
André Weis,850000.00
Massimiliano Busellato,850000.00
Cauley Woodrow,850000.00
Juhani Ojala,850000.00
Selim Gündüz,850000.00
Jordan Willis,850000.00
Marius Høibråten,850000.00
Franco Fragapane,850000.00
Lee Seul Chan,850000.00
Kévin Mayi,850000.00
Amari'i Bell,850000.00
Emanuel Molina,850000.00
Jordan Botaka,850000.00
Levent Gülen,850000.00
Cyriaque Rivieyran,850000.00
Rober Correa,850000.00
Johan Gastien,850000.00
Awadh Khamis Al Faraj,850000.00
Mekeil Williams,850000.00
Radoslaw Murawski,850000.00
Lukasz Zwolinski,850000.00
Ventura Alvarado,850000.00
Brilliant Khuzwayo,850000.00
Terell Ondaan,850000.00
Patrick Weihrauch,850000.00
Patrick Möschl,850000.00
Aljaz Struna,850000.00
Nicolai Brock-Madsen,850000.00
Caolan Lavery,850000.00
Nils Quaschner,850000.00
Sean Maguire,850000.00
Pa Konate,850000.00
Lee Evans,850000.00
Juan Mahecha,850000.00
Henry Rojas,850000.00
Nicolás Palacios,850000.00
Santiago Nagüel,850000.00
Baily Cargill,850000.00
Matteo Mancosu,850000.00
Karim Azamoum,850000.00
Kieffer Moore,850000.00
Olivier Custodio,850000.00
Reece Brown,850000.00
Yony González,850000.00
Rubén Yáñez,850000.00
Gaëtan Paquiez,850000.00
Denis Davydov,850000.00
Waylon Francis,850000.00
Jonathan Gradit,850000.00
Sivert Heltne Nilsen,850000.00
Gwon Wan Gyu,850000.00
Batuhan Altintas,850000.00
Alliou Dembele,850000.00
Marvin Schulz,850000.00
Robin van der Meer,850000.00
Kasim Adams Nuhu,850000.00
Ángel González,850000.00
David Atanga,850000.00
Konstantin Kerschbaumer,850000.00
Joel Andersson,850000.00
Chidiebere Nwakali,850000.00
Jérémy Vachoux,850000.00
Gustavo Pastinho,850000.00
Leyvin Balanta,850000.00
Fabri Arnoia,850000.00
Philipp Lienhart,850000.00
Keegan Rosenberry,850000.00
Joshua Yaro,850000.00
Christopher Martins Pereira,850000.00
Heo Young Joon,850000.00
Franco Sbuttoni,850000.00
Christoph Monschein,850000.00
Riki Harakawa,850000.00
Lim Min Hyuk,850000.00
Joakim Mæhle,850000.00
Misael Domínguez,850000.00
Bruno Leite,850000.00
Kortne Ford,850000.00
Lalas Abubakar,850000.00
Alessandro Bastoni,850000.00
Lloyd Sam,825000.00
Slawomir Peszko,825000.00
Richard Stearman,825000.00
Andrea Orlandi,825000.00
Adam Larsen Kwarasey,825000.00
Yasser Corona,825000.00
José Francisco Torres,825000.00
Amin Nouri,825000.00
Edgar Gerardo Lugo,825000.00
José San Román,825000.00
Shaun Williams,825000.00
Muhamed Keita,825000.00
Luigi Giorgi,825000.00
Gary Madine,825000.00
Sean Scannell,825000.00
Wilfried Moimbé,825000.00
Miguel Ponce,825000.00
Luis Ibáñez,825000.00
Pierrick Valdivia,825000.00
Christopher Telo,825000.00
Alparslan Erdem,825000.00
Lamine Gassama,825000.00
Mario Fernández,825000.00
Haris Vuckic,825000.00
Patrick Mortensen,825000.00
Philipp Huspek,825000.00
Víctor Pérez,825000.00
Kyle Bennett,825000.00
Nassim Ben Khalifa,825000.00
Aaron Wildig,825000.00
Escassi,825000.00
Iván González,825000.00
Atila Turan,825000.00
Oscar Boniek García,825000.00
Jon Taylor,825000.00
Hallur Hansson,825000.00
Saliou Ciss,825000.00
Kristoffer Barmen,825000.00
Tomáš Koubek,825000.00
Javi Álamo,825000.00
Ádám Pintér,825000.00
Salvatore D'Elia,825000.00
Erdin Demir,825000.00
Mateusz Zachara,825000.00
Dimitri Petratos,825000.00
Soony Saad,825000.00
Florian Hartherz,825000.00
Thorsten Röcher,825000.00
Nathan Byrne,825000.00
Richard Lašík,825000.00
Scott Wootton,825000.00
Jón Guðni Fjóluson,825000.00
Craig Forsyth,825000.00
Tokmac Chol Nguen,825000.00
Jack Baldwin,825000.00
Mike van Duinen,825000.00
Alessandro Longhi,825000.00
Jason Holt,825000.00
Giannis Skondras,825000.00
Murray Wallace,825000.00
Mayoro Ndoye-Baye,825000.00
Yoëll van Nieff,825000.00
Enrico Valentini,825000.00
Hattan Bahebri,825000.00
Alex Grant,825000.00
Badr Al Nakly,825000.00
Miguel Herrera,825000.00
Richard Strebinger,825000.00
Daniel Buballa,825000.00
Hendrick Zuck,825000.00
Hassan Kadish Mahbub,825000.00
Bismark Adjei-Boateng,825000.00
Fernando Evangelista,825000.00
Ryan Colclough,825000.00
Tarsi,825000.00
Jaime Gómez,825000.00
Jack O'Connell,825000.00
Joo Min Kyu,825000.00
Sergio Mosquera,825000.00
Carlos Robles,825000.00
Deivy Balanta,825000.00
Andrés Ricaurte,825000.00
Jorge Pereyra Díaz,825000.00
Lucas Menossi,825000.00
Maximilian Hofmann,825000.00
Mohamed El Makrini,825000.00
Nahuel Valentini,825000.00
Mariano Arini,825000.00
Aleksandar Miljkovic,825000.00
Armando Sadiku,825000.00
Michele Cremonesi,825000.00
Conor Washington,825000.00
Joshua Nadeau,825000.00
Oliver McBurnie,825000.00
Isaac Carcelén,825000.00
Ernesto Torregrossa,825000.00
Joe Wildsmith,825000.00
Amadou Bakayoko,825000.00
Jordan Hamilton,825000.00
Eero Markkanen,825000.00
Marlon Hairston,825000.00
Zizo,825000.00
Yoon Seung Won,825000.00
Daniel Follonier,825000.00
Héctor Fertoli,825000.00
Caner Osmanpasa,825000.00
Jaroslaw Jach,825000.00
Ilhan Depe,825000.00
Luis Ruiz,825000.00
Sebastian Ernst,825000.00
Rajko Rotman,825000.00
Damian van Bruggen,825000.00
Sandi Lovric,825000.00
Alexander Nübel,825000.00
Gustaf Nilsson,825000.00
Esteban Burgos,825000.00
Guilherme Sityá,825000.00
Pablo Jaquez,825000.00
Ryan Manning,825000.00
Clavería,825000.00
Halil Ibrahim Pehlivan,825000.00
Léiner Escalante,825000.00
Lukas Fröde,825000.00
Lukas Gugganig,825000.00
Romuald Lacazette,825000.00
Fayçal Rherras,825000.00
Ezequiel Ávila,825000.00
Giuseppe Panico,825000.00
Kévin N'Doram,825000.00
Alson Botelho,825000.00
Nuno Cedrim,825000.00
Antonaldinho,825000.00
Guto Costinho,825000.00
Melvin Regalito,825000.00
Dersan Dinis,825000.00
Jose Emeirson,825000.00
Martin Bukata,825000.00
Jalil Elías,825000.00
Luis Olivera,825000.00
Damián Arce,825000.00
Mohamed Benyettou,825000.00
Konstantinos Tsimikas,825000.00
Ramon Lopes,825000.00
Naoki Wako,825000.00
Hiroyuki Abe,825000.00
Leon Guwara,825000.00
Mariano Bareiro,825000.00
Leandro Putaro,825000.00
Atsutaka Nakamura,825000.00
Shogo Taniguchi,825000.00
Miha Zajc,825000.00
Yangel Herrera,825000.00
Idrissa Doumbia,825000.00
Derrick Jones,825000.00
Joel,825000.00
Loïc Badiashile,825000.00
Sebastián Gorga,825000.00
William Tchuameni,825000.00
Aaron Seydel,825000.00
Bruno Wilson,825000.00
Alex Crognale,825000.00
Moussa Wagué,825000.00
Gustavo Páez,825000.00
Mariano González,800000.00
Jone Samuelsen,800000.00
Daniel Pavlovic,800000.00
Danny Graham,800000.00
Park Chu Young,800000.00
Adrián Aldrete,800000.00
Chris Maguire,800000.00
Jonathan Grounds,800000.00
Vullnet Basha,800000.00
Michael Lumb,800000.00
Stergos Marinos,800000.00
Giles Barnes,800000.00
Lucas Akins,800000.00
Andrea Cocco,800000.00
Danny Hylton,800000.00
Vincent Muratori,800000.00
Jay Simpson,800000.00
Hal Robson-Kanu,800000.00
Tommy Høiland,800000.00
Antoñito,800000.00
Javier Morales,800000.00
Óscar Rojas,800000.00
Samuel Di Carmine,800000.00
Marcus Olsson,800000.00
Sercan Sararer,800000.00
Zdenek Ondrášek,800000.00
Mostafa Abdellaoue,800000.00
A.J. DeLaGarza,800000.00
Rodolfo Vilchis,800000.00
Vladimir Dyadyun,800000.00
Billy McKay,800000.00
Marc Vidal,800000.00
Matteo Ciofani,800000.00
Fredrik Ulvestad,800000.00
Clemens Fandrich,800000.00
Mateusz Mozdzen,800000.00
Marcel Rømer,800000.00
Andy Boyle,800000.00
Igor Kireev,800000.00
Kristof D'Haene,800000.00
Zacharie Boucher,800000.00
Arkadiusz Wozniak,800000.00
George Long,800000.00
John Verhoek,800000.00
Bernie Ibini,800000.00
Ben Halloran,800000.00
Oliver Kragl,800000.00
Matt Smith,800000.00
Janis Blaswich,800000.00
Amido Baldé,800000.00
Yuki Otsu,800000.00
Herolind Shala,800000.00
Marnick Vermijl,800000.00
Ruben Kristiansen,800000.00
Elia Soriano,800000.00
Andreas Linde,800000.00
Julian Schauerte,800000.00
Koray Altinay,800000.00
Daniel Steres,800000.00
Andrey Panyukov,800000.00
Nico Hidalgo,800000.00
Mahlon Romeo,800000.00
Matthew Grimes,800000.00
Michael Petrasso,800000.00
Omar Vásquez,800000.00
Stefan Mauk,800000.00
Maicol Balanta,800000.00
Dairon Asprilla,800000.00
Gastón Díaz,800000.00
Mauricio Rosales,800000.00
Stefan Nutz,800000.00
William Twala,800000.00
Stipe Vucur,800000.00
Luca Lezzerini,800000.00
Moussa Sao,800000.00
Mario Pavelic,800000.00
George Thomas,800000.00
David Raya,800000.00
Simon Skrabb,800000.00
Wescley,800000.00
Matías Sánchez,800000.00
Jared Watts,800000.00
Sinan Kurt,800000.00
Muhammed Enes Durmus,800000.00
Devante Parker,800000.00
Frederik Børsting,800000.00
Jarrod Bowen,800000.00
Richard Neudecker,800000.00
Kamil Wojtkowski,800000.00
Walmer Pacheco,800000.00
Matthias Bader,800000.00
Franco Soldano,800000.00
Kevin van Veen,800000.00
Alexandre Vincent,800000.00
Valtteri Moren,800000.00
Hamza Choudhury,800000.00
Jeff Reine-Adelaïde,800000.00
Lukasz Sekulski,800000.00
Fabien Antunes,800000.00
Christian Tabó,800000.00
Alan Acosta,800000.00
Jaimosa Cavaco,800000.00
Claudiosa Paes,800000.00
Faiz Selemani,800000.00
Taiwo Awoniyi,800000.00
João Costa,800000.00
Kevin Londoño,800000.00
Joni Montiel,800000.00
Mathias Honsak,800000.00
Emanuel Dening,800000.00
Gaëtan Perrin,800000.00
Usman Sani Sale Hassan,800000.00
Luca Vignali,800000.00
Shun Nagasawa,800000.00
Kim Min Hyeok,800000.00
Thomas Olivier Amang,800000.00
Dominik Prokop,800000.00
Ryoya Ogawa,800000.00
Takeshi Kanamori,800000.00
Mathias Pereira Lage,800000.00
Tatsuya Hasegawa,800000.00
Bruno Miranda,800000.00
Vincent Thill,800000.00
Cem Özdemir,800000.00
Niklas Schmidt,800000.00
Nana Opoku Ampomah,800000.00
Ivan Tomecak,800000.00
Jean Carlos,800000.00
Yan Marillat,800000.00
Alex Pozo,800000.00
Marco Borgnino,800000.00
Alexis Claude-Maurice,800000.00
Boubacar Kamara,800000.00
Joseph Cox,800000.00
Ajdin Hrustic,800000.00
Matthew Mills,775000.00
Jamie Mackie,775000.00
Timofey Kalachev,775000.00
Luis Robles,775000.00
Scott Cuthbert,775000.00
Lee Frecklington,775000.00
Joe Walsh,775000.00
David Wheater,775000.00
Markus Neumayr,775000.00
Paul Anderson,775000.00
Nicola Belmonte,775000.00
Mikkel Andersen,775000.00
Gertjan De Mets,775000.00
Mark Reynolds,775000.00
Filipe Morais,775000.00
Ricardo Faty,775000.00
Tommy Rowe,775000.00
Jay O'Shea,775000.00
Sören Gonther,775000.00
Erik Israelsson,775000.00
Licá,775000.00
Mustapha Carayol,775000.00
Josh Magennis,775000.00
Shea Salinas,775000.00
Krzysztof Janus,775000.00
Federico Casarini,775000.00
Jahir Barraza,775000.00
Jonathan Obika,775000.00
Sean Johnson,775000.00
Rob Kiernan,775000.00
Tomoaki Makino,775000.00
Romain Grange,775000.00
Guy Michel Landel,775000.00
Brou Benjamin Angoua,775000.00
Jake Jervis,775000.00
Roger Torres,775000.00
Marco Meilinger,775000.00
Jorge Teixeira,775000.00
Zakaria Diallo,775000.00
Vytautas Andriuškevicius,775000.00
Giannis Maniatis,775000.00
Antonio Cinelli,775000.00
Curtis Nelson,775000.00
Javi Hernández,775000.00
Kevin Ellis,775000.00
Nicolás Mezquida,775000.00
Jake Gleeson,775000.00
Shkodran Maholli,775000.00
Danny Rose,775000.00
Adrián Luna,775000.00
Adedeji Oshilaja,775000.00
Migue Garcia,775000.00
Frederik Helstrup,775000.00
Moritz Kuhn,775000.00
Anton Shvets,775000.00
Callum Reilly,775000.00
Dominic Poleon,775000.00
Abdulmajeed Al Ruwaili,775000.00
Jin Seong Wook,775000.00
Ibrahim Moro,775000.00
Adrian Popa,775000.00
Lim Chai Min,775000.00
Scott Caldwell,775000.00
Erik Hurtado,775000.00
Marko Maric,775000.00
Laurent Abergel,775000.00
Chuba Akpom,775000.00
João Meira,775000.00
Édinson Palomino,775000.00
David Valencia,775000.00
Francisco Mattia,775000.00
Elio Capradossi,775000.00
Chris Philipps,775000.00
Philip Zinckernagel,775000.00
Alexey Gasilin,775000.00
Jakub Wójcicki,775000.00
Bart Vriends,775000.00
Uche Ikpeazu,775000.00
Joni Kauko,775000.00
Hugo Cid,775000.00
Chris Long,775000.00
Leonardo Sánchez,775000.00
Eliser Quiñones,775000.00
Sulayman Marreh,775000.00
Diego Mendoza,775000.00
Nils-Jonathan Körber,775000.00
Pietro Ceccaroni,775000.00
Adrián Balboa,775000.00
Simone Emmanuello,775000.00
Filippo Scaglia,775000.00
Andy Kawaya,775000.00
Elmo Lieftink,775000.00
Martin Samuelsen,775000.00
Kazuki Nagasawa,775000.00
Harry Shipp,775000.00
Sean Okoli,775000.00
Dairin González,775000.00
Aaron Long,775000.00
Petter Strand,775000.00
Mathias Normann,775000.00
Marvin Friedrich,775000.00
Kevin Vermeulen,775000.00
Jaroslaw Kubicki,775000.00
Mauricio Asenjo,775000.00
Farrend Rawson,775000.00
Gabriel Diaz,775000.00
Viv Solomon-Otabor,775000.00
Alejandro Díaz,775000.00
Filip Dagerstål,775000.00
Mattia Vitale,775000.00
Ben Thompson,775000.00
Marlon Frey,775000.00
George Dobson,775000.00
Arley Rodríguez,775000.00
Sada Thioub,775000.00
Denis Gómez,775000.00
César Carrillo,775000.00
Pedro Monteiro,775000.00
Tropi,775000.00
Maximiliano Romero,775000.00
Kenji-Van Boto,775000.00
Jonas Föhrenbach,775000.00
Ibrahim Diallo,775000.00
Alessandro Piu,775000.00
Fredinho Mutto,775000.00
Jessé Ferdeira,775000.00
Lucas Galvão,775000.00
Matías Noble,775000.00
Yilton Díaz,775000.00
Daniel Sundgren,775000.00
Josete,775000.00
Doganay Kiliç,775000.00
Diego Zabala,775000.00
Kohei Shimizu,775000.00
Keita Endo,775000.00
Jun Amano,775000.00
Akimi Barada,775000.00
Kentaro Moriya,775000.00
Michael López,775000.00
Pontus Dahlberg,775000.00
Robert Piris Da Motta,775000.00
Ionut Andrei Radu,775000.00
Omar Bogle,775000.00
Andrija Pavlovic,775000.00
Yoane Wissa,775000.00
Francesco Margiotta,775000.00
Jorn Vancamp,775000.00
Carlos Rodríguez,775000.00
Diadie Samassekou,775000.00
Joel Asoro,775000.00
Simon Olsson,775000.00
Cristhian Paredes,775000.00
Antonio Mlinar Delamea,775000.00
Vladimir Ilyin,775000.00
Álvaro Villete,775000.00
Eduard Löwen,775000.00
Stefan Ishizaki,750000.00
Florent Balmont,750000.00
Ricardo,750000.00
Andrés Pérez,750000.00
Sinan Bolat,750000.00
Ugur Uçar,750000.00
Armand Traoré,750000.00
Lee Peltier,750000.00
Simon Dawkins,750000.00
Thomas Enevoldsen,750000.00
Nicky Law,750000.00
Alexandre Oukidja,750000.00
Dean Cox,750000.00
Liam Trotter,750000.00
Happy Jele,750000.00
Tobias Levels,750000.00
Jordan Spence,750000.00
Johannes van den Bergh,750000.00
Kévin Bru,750000.00
Federico Moretti,750000.00
Jared Jeffrey,750000.00
Manuel Iori,750000.00
Georgiy Gabulov,750000.00
Stuart O'Keefe,750000.00
Lyle Taylor,750000.00
Mathis Bolly,750000.00
Sheanon Williams,750000.00
Kamil Bilinski,750000.00
Quincy Amarikwa,750000.00
Adam Matuschyk,750000.00
Livio Nabab,750000.00
Baris Basdas,750000.00
Tyler Deric,750000.00
Musa Nizam,750000.00
Antonio Mazzotta,750000.00
André Calisir,750000.00
Steven Beitashour,750000.00
Joe Shaughnessy,750000.00
Steven Lawless,750000.00
Doneil Henry,750000.00
David Bingham,750000.00
Florian Makhedjouf,750000.00
David Boysen,750000.00
Abdul Razak,750000.00
Christopher Forrester,750000.00
Michael O'Halloran,750000.00
Odise Roshi,750000.00
Paul Papp,750000.00
Matthew Kennedy,750000.00
Gus Ledes,750000.00
Jack Grimmer,750000.00
Nick Ansell,750000.00
Cristiano,750000.00
Wilson Kamavuaka,750000.00
Jordan Archer,750000.00
Enzio Boldewijn,750000.00
Troels Kløve,750000.00
Eddy,750000.00
Bryan Verboom,750000.00
Harry Toffolo,750000.00
Paco van Moorsel,750000.00
Yeo Reum,750000.00
Mario Ticinovic,750000.00
Reda Jaadi,750000.00
Jimmy Giraudon,750000.00
Thomas Meißner,750000.00
Mohammed Al Fatil,750000.00
Charalampos Lykogiannis,750000.00
Floriano Vanzo,750000.00
Alhaji Kamara,750000.00
Lee Chang Geun,750000.00
Tim Knipping,750000.00
Andrew Nabbout,750000.00
Mouhamadou-Naby Sarr,750000.00
Rúnar Már Sigurjónsson,750000.00
Carlton Morris,750000.00
Dillon Serna,750000.00
Karim Coulibaly,750000.00
Robert Costa,750000.00
Jean-Charles Castelletto,750000.00
Juan Zuluaga,750000.00
Henry Obando,750000.00
Luis Payares,750000.00
Félix Micolta,750000.00
Marcos Figueroa,750000.00
Jakub Czerwinski,750000.00
Santiago Zurbriggen,750000.00
Lucas Ceballos,750000.00
Renzo Saravia,750000.00
Khalid Karami,750000.00
Raphael Framberger,750000.00
Jeppe Andersen,750000.00
Jan Gyamerah,750000.00
Jake Cooper,750000.00
Jannik Bandowski,750000.00
Ary Papel,750000.00
Sergey Balanovich,750000.00
Michal Helik,750000.00
Josh Clarke,750000.00
Facundo Cardozo,750000.00
João Silva,750000.00
Filippo Costa,750000.00
Ishak Dogan,750000.00
Sim Sang Min,750000.00
Hernán Hechalar,750000.00
Thomas McNamara,750000.00
Sivera,750000.00
Moshtagh Yaghoubi,750000.00
Aytaç Kara,750000.00
Abdulaziz Demircan,750000.00
Benjaloud Youssouf,750000.00
Deian Boldor,750000.00
Özgür Özdemir,750000.00
Lewie Coyle,750000.00
Tyronne Ebuehi,750000.00
Roberto Crivello,750000.00
Mauricio Carrasco,750000.00
Aniello Salzano,750000.00
Antonio Portales,750000.00
Ivan Provedel,750000.00
Gennaro Acampora,750000.00
Rúben Lameiras,750000.00
Anuar,750000.00
Hernán Da Campo,750000.00
Ianis Hagi,750000.00
Marvin Johnson,750000.00
Almir Soto,750000.00
Fabian Kalig,750000.00
Ryan Mmaee,750000.00
Lukas Görtler,750000.00
Majed Al Najrani,750000.00
Mickaël Alphonse,750000.00
Batraz Khadartsev,750000.00
Ángel,750000.00
David Kiki,750000.00
Frédéric Maciel,750000.00
Simone Rapp,750000.00
Adriano Junqueiras,750000.00
Breno Laranjeiro,750000.00
Bruno Pittón,750000.00
Anton Cajtoft,750000.00
Exequiel Palacios,750000.00
Javi Galán,750000.00
Abdülkadir Ömür,750000.00
Kengo Kawamata,750000.00
Kosuke Taketomi,750000.00
Francisco Afonso,750000.00
Peter Torreiro,750000.00
Atomu Tanaka,750000.00
Ioannis Karsanidis,750000.00
Bakaye Dibassy,750000.00
Valentin Rosier,750000.00
Romain Bayard,750000.00
Pité,750000.00
Quim Araujo,750000.00
Luisinho,750000.00
Pablo Sisniega,750000.00
Sebastian Szymanski,750000.00
Latif Blessing,750000.00
Jackson Yueill,750000.00
Emmanuel Latte Lath,750000.00
Filippo Melegoni,750000.00
Arne Maier,750000.00
Jack Elliott,750000.00
Moreira,725000.00
Kyle Beckerman,725000.00
Steve von Bergen,725000.00
Alain Rochat,725000.00
Cristian Ledesma,725000.00
Alaeddine Yahia,725000.00
Federico Agliardi,725000.00
Alexander Walke,725000.00
Christian Schulz,725000.00
Andrea Mantovani,725000.00
Ali Turan,725000.00
Amaya,725000.00
Roberto Vitiello,725000.00
Serdar Özkan,725000.00
Dorca,725000.00
Seoane,725000.00
Lukasz Tralka,725000.00
Simon Cox,725000.00
Damien Perrinelle,725000.00
Antonino Barillà,725000.00
Ben Amos,725000.00
David Button,725000.00
Gabriel Gómez,725000.00
Victor Bernárdez,725000.00
Kenny Steppe,725000.00
Lee Sang Ho,725000.00
Carmelo Valencia,725000.00
Federico González,725000.00
Simone Grippo,725000.00
Xavier Báez,725000.00
Sébastien Bruzzese,725000.00
David González,725000.00
Dario Vidosic,725000.00
Héctor Verdés,725000.00
Loïc Nestor,725000.00
Chris Basham,725000.00
Luis Ardente,725000.00
Even Hovland,725000.00
Jou Silva,725000.00
Adlan Katsaev,725000.00
Liam Sercombe,725000.00
Jimmy Nirlo,725000.00
Maciej Wilusz,725000.00
Wes Thomas,725000.00
Mike Grella,725000.00
Khaleem Hyland,725000.00
Leandro,725000.00
Fabrice N'Sakala,725000.00
Antonio Briseño,725000.00
Enda Stevens,725000.00
Cristian Tanase,725000.00
Ross Draper,725000.00
Neil Etheridge,725000.00
Christoph Schösswendter,725000.00
Jörg Siebenhandl,725000.00
Simon Jakobsen,725000.00
Veysel Sari,725000.00
Carlos Ruiz,725000.00
Dejan Lekic,725000.00
Nick Proschwitz,725000.00
Edgar Hernández,725000.00
Giliano Wijnaldum,725000.00
Sean Murray,725000.00
Louis Bostyn,725000.00
Danny Amankwaa,725000.00
Fabio Concas,725000.00
Lee Seung Gi,725000.00
Luuk Koopmans,725000.00
Alex Schalk,725000.00
Nihat Sahin,725000.00
Benjamin Uphoff,725000.00
Abdullah Al Hafith,725000.00
Mateusz Lewandowski,725000.00
Joe Rafferty,725000.00
Christian Burgess,725000.00
Abdoulaye Touré,725000.00
Markus Kuster,725000.00
Marc André Schmerböck,725000.00
Frederik Holst,725000.00
Salva Ruíz,725000.00
Diego Morales,725000.00
Jack Whatmough,725000.00
Martin Konczkowski,725000.00
James Donachie,725000.00
Jerome Kiesewetter,725000.00
Sondre Tronstad,725000.00
Lee Seok Hyun,725000.00
Mario Osuna,725000.00
Jamie Allen,725000.00
Nicolai Poulsen,725000.00
Tom Lapslie,725000.00
Fabrizio Angileri,725000.00
Armando Cooper,725000.00
Rasmus Festersen,725000.00
Harold Cummings,725000.00
Bas Kuipers,725000.00
Ousman Mannéh,725000.00
Leonardo Rolón,725000.00
Noah Sonko Sundberg,725000.00
Marco Ilaimaharitra,725000.00
Wander,725000.00
Kasper Fisker,725000.00
Tosin Adarabioyo,725000.00
Gabriel Esparza,725000.00
Louis Nganioni,725000.00
Luke Berry,725000.00
Mikey Devlin,725000.00
Saleh Al Jaman,725000.00
Juanje,725000.00
Domingo Blanco,725000.00
Nolan Mbemba,725000.00
Liam Rose,725000.00
Bardají,725000.00
Washington,725000.00
Bruce Kamau,725000.00
Brayan Rovira,725000.00
Filippo Romagna,725000.00
Fatai Alashe,725000.00
Elías Már Ómarsson,725000.00
Nicolai Rapp,725000.00
Jelle van der Heyden,725000.00
Julien Laporte,725000.00
Gaëtan Hendrickx,725000.00
Mohamed Ofkir,725000.00
Diego Alende,725000.00
Jorge Segura,725000.00
João Gamboa,725000.00
Ricardo Bagadur,725000.00
Pantelis Hatzidiakos,725000.00
Shamil Gasanov,725000.00
Breno Bemposta,725000.00
Césario Figueirido,725000.00
Adryan Limeira,725000.00
Danilo Sacrio,725000.00
Jake Clarke-Salter,725000.00
Nacho,725000.00
Silvan Hefti,725000.00
Dennis Widgren,725000.00
Tsubasa Endoh,725000.00
Kyle Fisher,725000.00
Daniel Imperiale,725000.00
Cristian Romero,725000.00
Takumi Miyayoshi,725000.00
Sito,725000.00
Benedikt Kirsch,725000.00
Maxime D'Arpino,725000.00
Ian Escobar,725000.00
Mattia Finotto,725000.00
Maximiliano Correa,725000.00
Thabiso Khutumela,725000.00
Milan Massop,725000.00
Murilo Freitas,725000.00
Borja Herrera,725000.00
Deyovaisio Zeefuik,725000.00
Luis Marleiro,725000.00
Eduard Atuesta,725000.00
Riccardo Marchizza,725000.00
Felix Götze,725000.00
Gabriel Rojas,725000.00
Fernando Ortíz,725000.00
Vasyl Kravets,725000.00
Andriy Bliznichenko,725000.00
André Pedrosa,725000.00
Pervis Estupiñán,725000.00
Paxton Pomykal,725000.00
Tim Howard,700000.00
Veroljub Salatic,700000.00
Arturo Alvarez,700000.00
Davide Callà,700000.00
Alex Baptiste,700000.00
Hilton,700000.00
Jonas Borring,700000.00
Steven De Petter,700000.00
Steven Taylor,700000.00
Stijn De Smet,700000.00
Michael Jakobsen,700000.00
James Perch,700000.00
Patricio Araujo,700000.00
Frank Fielding,700000.00
Ben Hamer,700000.00
Jonathan Parr,700000.00
Javi Moyano,700000.00
Christian Fernández,700000.00
Liam Craig,700000.00
John Mousinho,700000.00
Viktor Elm,700000.00
Adam Bodzek,700000.00
Walter Alberto López,700000.00
Karim Matmour,700000.00
Chris Kum,700000.00
Andrea Paolucci,700000.00
Scott Jamieson,700000.00
Jesús Paganoni,700000.00
Daniel Pudil,700000.00
Sascha Kotysch,700000.00
Patrick Fabian,700000.00
Michael Zullo,700000.00
Matías Sánchez,700000.00
Ricardo Machado,700000.00
David Pisot,700000.00
Bruno Perone,700000.00
Samuel Geoffroy Camille,700000.00
Carlo Pinsoglio,700000.00
Loïc Damour,700000.00
Georg Niedermeier,700000.00
Daniel Gustavsson,700000.00
Sandro Sirigu,700000.00
Parfait Mandanda,700000.00
Robert Lundström,700000.00
Jean Sony Alcenat,700000.00
Jesús Fernández,700000.00
Matty Lund,700000.00
Galán,700000.00
Frank Nouble,700000.00
Marco Calderoni,700000.00
Pedro Trigueira,700000.00
Tom Flanagan,700000.00
Luis Gil,700000.00
Leonardo,700000.00
Lee Seung Hee,700000.00
Gordan Bunoza,700000.00
Florent Ogier,700000.00
Andrea La Mantia,700000.00
